"nci_id","nct_id","official_title","inclusion_indicaInclusionor","description","Text","Boolean","" 
"NCI-2014-02672","NCT02337517","Pilot Study for the Treatment of Steroid-Refractory Sclerodermatous Chronic Graft-Versus-Host Disease (GVHD) with GDC-0449 (GDC-0449)","Inclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are eligible provided that they meet the following criteria in addition to the other protocol criteria:   * Cancer as the only acquired immunodeficiency syndrome (AIDS)-defining condition  * Cluster of differentiation (CD)4 cell count >= 250  * Treatment sensitive HIV and prospects for long term survival on the basis of HIV disease alone  * Willing to take anti-HIV therapy that will have minimal potential for pharmacokinetic interactions with GDC-0449","HIV=NO OR HIV=Unknown OR (HIV =YES AND HAART=YES AND AIDS=NO AND CD4>=250 {cells}/mm3 AND Treatment-sensitive HIV=YES AND Healthy=YES)","C15175=NO OR C15175=C17998 OR (C15175 =YES AND C94631=YES AND C2851=NO AND C103810>=250 {cells}/mm3 AND Treatment-sensitive HIV =YES AND C115935=YES)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c2851:affirmed;c2851:affirmed;:affirmed;c103810:affirmative;measurement:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2014-02674","NCT02339571","Randomized Phase II/III Study of Nivolumab plus Ipilimumab plus Sargramostim versus Nivolumab plus Ipilimumab in Patients with Unresectable Stage III or Stage IV Melanoma","Inclusion","Patients with human immunodeficiency virus (HIV) infection are ineligible","HIV=NO OR HIV=Unknown","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2015-00030","NCT02360215","A Randomized Phase III Trial of Memantine and Whole-Brain Radiotherapy With or Without Hippocampal Avoidance in Patients with Brain Metastases","Exclusion","Severe, active co-morbidity defined as follows:  * Human immunodeficiency virus (HIV) positive with CD4 count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration; Note also that HIV testing is not required for eligibility for this protocol","HIV=NO OR HIV=Unknown OR (HIV =YES AND CD4>=200 {cells}/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175 =YES AND C103810>=200 {cells}/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2015-00052","NCT02799485","A Phase II Study of sEphB4-HSA in Kaposi Sarcoma","Exclusion/Inclusion","EXCLUSION: Participants who refuse antiretroviral therapy for HIV, if HIV positive  INCLUSION:  Documentation of HIV status; if participant is HIV positive, HIV-1 infection, as documented by any federally approved, licensed HIV rapid test performed in conjunction with screening (or enzyme-linked immunosorbent assay [ELISA], test kit, and confirmed by Western blot or other approved test); alternatively, this documentation may include a record demonstrating that another physician has documented the participant's HIV status based on either: 1) approved diagnostic tests, or 2) the referring physician's written record that HIV infection was documented, with supporting information on the participant's relevant medical history and/or current management of HIV infection  * If the participant is HIV negative, documentation of a negative result for any federally approved, licensed HIV rapid test within 4 weeks prior to study enrollment will suffice; if the initial rapid test is positive, further approved confirmatory test results must be present to document the subjectâ€™s HIV status  If participant is HIV positive, participants must be on a stable antiretroviral regimen for at least 12 weeks prior to study enrollment","HIV=NO OR HIV=Unknown OR (HIV =YES AND HAART=YES AND HAART>12 weeks)","C15175=NO OR C15175=C17998 OR (C15175 =YES AND C94631=YES AND C94631>12 wk)","c94631:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-00054","NCT02465060","Molecular Analysis for Therapy Choice (MATCH)","Inclusion","Patients who are human immunodeficiency virus (HIV)-positive are eligible if:   * CD4+ cell count greater or equal to 250 cells/mm^3  * If patient is on antiretroviral therapy, there must be minimal interactions or overlapping toxicity of the antiretroviral therapy with the experimental cancer treatment; for experimental cancer therapeutics with CYP3A/4 interactions, protease inhibitor therapy is disallowed; suggested regimens to replace protease inhibitor therapy include dolutegravir given with tenofovir/emtricitabine; raltegravir given with tenofovir and emtricitabine; once daily combinations that use pharmacologic boosters may not be used  * No history of non-malignancy acquired immune deficiency syndrome (AIDS)-defining conditions other than historical low CD4+ cell counts  * Probable long-term survival with HIV if cancer were not present","HIV =NO OR HIV =Unknown OR (HIV =YES AND  CD4 {cells}/mm3 AND ((HAART=NO) OR (HAART=YES AND HIV Protease Inhibitor=NO)) AND AIDS=NO AND Healthy=YES","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND  C103810 {cells}/mm3 AND ((C94631=NO) OR (C94631=YES AND C97366=NO)) AND C2851=NO AND C115935=YES","c15175:affirmed;c15175:affirmed;:affirmed;:affirmed;c103810:affirmative;measurement:affirmed;measurement:affirmed;c94631:affirmed;c94631:affirmed;c97366:affirmed;c97366:affirmed;c2851:affirmed;:affirmed;:affirmed;c103810:affirmative;c15175:affirmed;"
"NCI-2015-00121","NCT03047213","An Open Label, Multicenter, Single Arm Phase II Study to Evaluate the Activity and Tolerability of the Novel mTOR Inhibitor, MLN0128 (TAK-228), in Patients with Locally Advanced or Metastatic Transitional Cell Carcinoma of the Urothelial Tract Whose Tumors Harbor a TSC1 and/or a TSC2 Mutation","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; however, HIV patients treated with regimens that have low cytochrome P450 (CYP450) inhibition may be allowed as long as the patientâ€™s general health and cluster of differentiation (CD)4 counts are within acceptable levels","HIV =NO OR HIV =Unknown OR (HIV =YES AND ((HAART=NO) OR (HAART=YES AND Cytochrome P450 3A4 Inhibitor=NO AND CD4=AC63350 {cells}/mm3)))","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND ((C94631=NO) OR (C94631=YES AND C111373=NO AND C103810=AC63350 {cells}/mm3)))","c15175:affirmed;c15175:affirmed;c94631:affirmed;c15175:affirmed;c111374:affirmed;c63350:affirmed;"
"NCI-2015-00127","NCT02535312","Phase I Study of TRC102 in Combination with Cisplatin and Pemetrexed in Patients with Advanced Solid Tumors, with Expansion Cohort in Mesothelioma / Phase II Study of TRC102 with Pemetrexed in Patients Refractory to Pemetrexed and Cisplatin or Carboplatin","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV =NO OR HIV =Unknown OR (HIV =YES AND HAART=NO)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-00128","NCT02488967","A Randomized Phase III Trial of Adjuvant Therapy Comparing Doxorubicin plus Cyclophosphamide Followed by Weekly Paclitaxel with or without Carboplatin for Node-Positive or High-Risk Node-Negative Triple-Negative Invasive Breast Cancer","Exclusion","Patients known to be human immunodeficiency virus (HIV) positive with a baseline cluster of differentiation (CD)4 count of < 250 cells/mm^3 or have a history of acquired immune deficiency syndrome (AIDS) indicator conditions","{(HIV =NO) OR (HIV =Y AND CD4>=250 cells/mm3 AND AIDS=NO)}","(C15175 =NO) OR (C15175 =Y AND C103810>=250 {cells/mm3} AND C2851=NO)","c15175:affirmed;c15175:affirmed;measurement:affirmed;measurement:affirmed;c2851:affirmed;"
"NCI-2015-00130","NCT02359565","A Safety and Preliminary Efficacy Trial of MK-3475 (Pembrolizumab; Anti-PD-1) in Children with Recurrent, Progressive or Refractory High-Grade Gliomas (HGG) and DIPGs and Hypermutated Brain Tumors","Exclusion","EXCLUSION CRITERIA FOR HYPERMUTATED BRAIN TUMORS (STRATUM C):  HIV-positive patients are eligible if the following criteria are met:  * Stable on their antiretroviral agents  * Have CD4 counts above 400  * Undetectable viral loads, and  * No need for prophylactic medications for an opportunistic infections   EXCLUSION CRITERIA FOR DIPG (STRATUM A):  human immunodeficiency virus (HIV)-positive patients are eligible if the following criteria are met:  * Stable on their antiretroviral agents  * Have CD4 counts above 400  * Undetectable viral loads, and  * No need for prophylactic medications for an opportunistic infections  EXCLUSION CRITERIA FOR NB-NGG (STRATUM B): HIV-positive patients are eligible if the following criteria are met:  * Stable on their antiretroviral agents  * Have CD4 counts above 400  * Undetectable viral loads, and  * No need for prophylactic medications for an opportunistic infections","HIV =NO OR HIV =Unknown OR (HIV =YES AND HAART=YES AND CD4>400 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C94631=YES AND C103810>400 {cells}/mm3 AND C92544=0 {copies}/mm3 AND C15840=NO)","c94631:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c92544:affirmed;c3289:affirmed;c15175:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c92544:affirmed;c3289:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c92544:affirmed;c3289:affirmed;"
"NCI-2015-00159","NCT02363283","A Phase 2 Study of CDX-011 (Glembatumumab Vedotin) for Metastatic Uveal Melanoma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on antiretroviral medications that are CYP3A4 substrates will be closely monitored; HIV-positive patients will be excluded if they have a cluster of differentiation 4 (CD4) count < 200","HIV =NO OR HIV =Unknown OR (HIV =YES AND CD4>=200 {cells}/mm3)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C103810>=200 {cells}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;"
"NCI-2015-00257","NCT02381548","A Phase 1 Study of AZD1775 in Combination with Belinostat in Relapsed and Refractory Myeloid Malignancies and Selected Untreated Patients with Acute Myeloid Leukemia","Inclusion","Human immunodeficiency virus (HIV)-infected persons are eligible if they meet other eligibility criteria including the following:  * No prior acquired immune deficiency syndrome (AIDS)-defining condition other than cluster of differentiation (CD)4+ cells nadir < 200/mm^3  * Pre-leukemia CD4+ cell count >= 250/mm^3  * Willing to adhere to antiretroviral therapy regimen with minimal overlapping toxicity and PK interactions with the experimental agents in this study; no zidovudine- and no ritonavir-containing regimens and no 3-drugs-in-1 pill regimens containing pharmacologic boosters are allowed; recommended regimens are integrase inhibitors combined with tenofovir and emtricitabine","HIV =NO OR HIV =Unknown OR (HIV =YES AND AIDS=NO AND CD4>=200 {cells}/mm3 AND HAART=YES AND Zidovudine=NO AND Ritonavir=NO AND 3-drugs-in-1 pill=NO)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C2851=NO AND C103810>=200 {cells}/mm3 AND C94631=YES AND C947=NO AND C1609=NO AND 3-drugs-in-1 pill=NO)","c15175:affirmed;c15175:affirmed;c2851:affirmed;:affirmed;:affirmed;c103810:affirmative;c94631:affirmed;c947:affirmed;no:affirmed;c:affirmative;"
"NCI-2015-00258","NCT02381561","Phase I and Pharmacology Study of Oral 5-Iodo-2-Pyrimidinone-2'- Deoxyribose (IPdR) as a Prodrug for IUdR-Mediated Tumor Radiosensitization in Gastrointestinal Cancers","Inclusion","Human immunodeficiency virus (HIV) positive (+) patients with cluster of differentiation 4 (CD4) counts >= 250 cells/mm^3 on anti-viral therapy","HIV =NO OR HIV =Unknown OR (HIV =YES AND CD4>=250 {cells}/mm3 AND HAART=YES)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C103810>=250 {cells}/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;"
"NCI-2015-00260","NCT02500797","Randomized Phase II Study of Nivolumab with or without Ipilimumab in Patients with Metastatic or Unresectable Sarcoma","Inclusion","No history of the following:  * Patients with human immunodeficiency virus (HIV) are eligible if the lymphocytes > 350 cluster of differentiation (CD)4+ cells and no detectable viral load  ","HIV =NO OR HIV =Unknown OR (HIV =YES AND CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C103810>350 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;measurement:possible;c92544:possible;"
"NCI-2015-00323","NCT02516423","Solitary Plasmacytoma of Bone: Randomized Phase III Trial to Evaluate Treatment with Adjuvant Systemic Treatment and Zoledronic Acid versus Zoledronic Acid after Definite Radiation Therapy","Inclusion","Human immunodeficiency (HIV) positive (+) patients are eligible provided they meet the other eligibility criteria and:  * Cluster of differentiation (CD)4+ cells are >= 250/mm^3  * There is no history of acquired immunodeficiency syndrome (AIDS) defining conditions other than historically low CD4+ cell count  * The following antiretroviral agents are not allowed: zidovudine, stavudine, protease inhibitors, non-nucleoside reverse transcriptase inhibitors, combination pills with pharmacologic boosters  * Recommended antiretroviral regimens to avoid pharmacokinetic (PK) interactions include strand integrase inhibitors with nucleoside reverse transcriptase inhibitors (for example, dolutegravir given with tenofovir and emtricitabine)","HIV =NO OR HIV =Unknown OR (HIV =YES AND CD4>=250 {cells}/mm3 AND AIDS=NO AND Zidovudine=NO AND Stavudine=NO AND HIV Protease Inhibitor=NO AND Non-nucleoside Reverse-transcriptase Inhibitors=NO AND Combination pills with pharmacologic boosters=NO)","C15175 =NO OR C15175 =C17998 OR (C15175 =YES AND C103810>=250 {cells}/mm3 AND C2851=NO AND C947=NO AND C1428=NO AND C97366=NO AND C97453=NO AND Combination pills with pharmacologic boosters=NO)","c15175:affirmed;c2851:affirmed;:affirmed;:affirmed;c103810:affirmative;c94631:affirmed;c947:affirmed;c1428:affirmed;c97366:affirmed;c97453:affirmed;no:affirmed;c:affirmative;code:affirmative;c94631:affirmed;"
"NCI-2015-00324","NCT02521493","Risk-Stratified Therapy for Acute Myeloid Leukemia in Down Syndrome","N/A","","","",""
"NCI-2015-00328","NCT02392429","Early Assessment of Treatment Response in AML Using FLT PET/CT Imaging","N/A","","","",""
"NCI-2015-00378","NCT02659800","The Effect of IL-7 (CYT107) on CD4 Counts in Patients with High Grade Gliomas and Severe Treatment-Related CD4 Lymphopenia after Concurrent Radiation and Temozolomide","Exclusion","Patients with human immunodeficiency virus (HIV) are excluded","HIV =NO OR HIV =Unknown","C15175 =NO OR C15175 =C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2015-00383","NCT02398773","[18F] Fluoroestradiol (FES) PET as a Predictive Measure for Endocrine Therapy in Patients with Newly Diagnosed Metastatic Breast Cancer","N/A","","","",""
"NCI-2015-00456","NCT02407405","Phase II Trial of the MEK1/2 Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in Adults with Neurofibromatosis Type 1 (NF1) and Inoperable Plexiform Neurofibromas","Exclusion","Uncontrolled intercurrent illness including, but not limited to: human immunodeficiency virus (HIV), or psychiatric illness/social situations that would limit compliance with study requirements; patients with HIV who have adequate CD4 counts and who have no requirement for antiviral therapy will be eligible","HIV =NO OR HIV =Unknown OR (HIV=YES AND CD4=Sufficient {cells}/mm3 AND HAART=NO)","C15175 =NO OR C15175 =C17998 OR (C15175=YES AND C103810=C63351 {cells}/mm3 AND C94631=NO)","c15175:affirmed;c15175:affirmed;c15175:affirmed;:affirmed;"
"NCI-2015-00461","NCT02408861","A Phase I Study of Ipilimumab and Nivolumab in Advanced HIV-Associated Solid Tumors with Expansion Cohorts in HIV-Associated Solid Tumors and a Cohort of HIV-Associated Classical Hodgkin Lymphoma","Inclusion","HIV plasma HIV-1 ribonucleic acid (RNA) below detected limit obtained by Food and Drug Administration (FDA)-approved assays (limit of detection: 75) within 4 weeks prior to registration  HIV-1 infection, as documented by any federally approved, licensed HIV rapid test performed in conjunction with screening (or enzyme linked immunosorbent assay [ELISA], test kit, and confirmed by Western blot or other approved test); alternatively, this documentation may include a record demonstrating that another physician has documented the participant's HIV status based on either: 1) approved diagnostic tests, or 2) the referring physician's written record that HIV infection was documented, with supporting information on the participantâ€™s relevant medical history and/or current management of HIV infection  Participants must have histologically confirmed solid tumor malignancy that is metastatic or unresectable and for which standard curative or palliative measures do not exist or are no longer effective; participants with uncontrolled Kaposi sarcoma are permitted (KS must be increasing despite HAART and HIV suppression for greater than or equal to 2 months, or stable KS despite HAART for greater than or equal to 3 months)  * For participants in the relapsed refractory HIV-cHL expansion cohort, participants must have histologically confirmed, relapsed/refractory (defined as relapsed/refractory to one or greater lines of therapy) HIV-associated classical Hodgkin lymphoma  Participants MUST receive appropriate care and treatment for HIV infection, including antiretroviral medications when clinically indicated, and should be under the care of a physician experienced in HIV management; participants will be eligible regardless of antiretroviral medication (including no antiretroviral medication) provided there is no intention to initiate therapy or the regimen has been stable for at least 4 weeks with no intention to change the regimen within 12 weeks following enrollment  Criteria for Solid Tumor Expansion and Lymphoma Cohorts:  for the relapsed refractory HIV-cHL cohort, participants with CD4 count >= 100/mm^3 are permitted","HIV =YES AND Viral Load=0 {copies}/mm3 AND HAART=YES","C15175 =YES AND C92544=C111568 {copies}/mm3 AND C94631=YES","c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;measurement:affirmed;c94631:affirmed;c15175:affirmed;measurement:affirmed;measurement:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;c15175:affirmed;c94631:affirmed;c94631:affirmed;:affirmed;"
"NCI-2015-00537","NCT02588443","Phase I Study of Neo-adjuvant RO7009789 Alone or Neo-adjuvant RO7009789 plus Nab-paclitaxel and Gemcitabine Followed by Adjuvant RO7009789 plus Nab-paclitaxel and Gemcitabine for Patients with Newly Diagnosed Resectable Pancreatic Carcinoma","N/A","","","",""
"NCI-2015-00543","NCT02470091","Phase 2 Study of Denosumab (NSC# 744010), a RANK Ligand Antibody, for Recurrent or Refractory Osteosarcoma","N/A","","","",""
"NCI-2015-00545","NCT02417701","A Phase 2 Study of MLN0128 (TAK-228) in Patients with Advanced Squamous Cell Lung Cancers Harboring NFE2L2 and KEAP 1 Mutations","N/A","","","",""
"NCI-2015-00546","NCT02523014","Phase II Trial of SMO/AKT/NF2 Inhibitors in Progressive Meningiomas with SMO/AKT/NF2 Mutations","N/A","","","",""
"NCI-2015-00547","NCT02595424","Randomized Phase II Study of Cisplatin and Etoposide versus Temozolomide and Capecitabine in Patients with Advanced G3 Non-small Cell Gastroenteropancreatic  Neuroendocrine Carcinomas","Inclusion","Patients who are known to have human immunodeficiency virus (HIV) or are on combination antiretroviral therapy are ineligible","(HIV=NO OR HIV=Unknown) AND HAART=NO","(C15175=NO OR C15175=C17998) AND C94631=NO","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-00606","NCT02446600","A Phase III Study Comparing Single-Agent Olaparib or the Combination of Cediranib and Olaparib to Standard Platinum-Based Chemotherapy in Women with Recurrent Platinum-Sensitive Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","Exclusion","Known human immunodeficiency virus (HIV)-positive individuals are ineligible","HIV=NO OR HIV=Unknown","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2015-00651","NCT02502266","A Randomized Phase II/III Study of the Combination of Cediranib and Olaparib Compared to Cediranib or Olaparib Alone, or Standard of Care Chemotherapy in Women with Recurrent Platinum-Resistant or -Refractory Ovarian, Fallopian Tube, or Primary Peritoneal Cancer (COCOS)","Exclusion","Known human immunodeficiency virus (HIV)-positive individuals are ineligible","HIV=NO OR HIV=Unknown","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2015-00668","NCT02443077","A Randomized Double-Blind Phase III Study of Ibrutinib during and following Autologous Stem Cell Transplantation versus Placebo in Patients with Relapsed or Refractory Diffuse Large B-Cell Lymphoma of the Activated B-Cell Subtype","Inclusion","Human immunodeficiency virus (HIV) infected patients are eligible provided they meet all other eligibility criteria, and:  * There is no prior history of acquired immunodeficiency syndrome (AIDS) defining conditions other than historically low CD4+ T-cell count or B-cell lymphoma  * In the opinion of an expert in HIV disease, prospects for long-term survival are excellent were it not for the diagnosis of lymphoma  * Use of HIV protease inhibitors as part of the anti-HIV regimen OR as a pharmacologic booster is not allowed  * Zidovudine is not allowed  * Once daily combination pills for HIV containing a pharmacologic booster such as cobicistat are not allowed  * Patients with multi-drug resistant HIV are not eligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND AIDS=NO AND Healthy=YES AND HIV Protease Inhibitor=NO AND Zidovudine=NO AND Treatment-sensitive HIV=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C2851=NO AND C115935=YES AND C97366=NO AND C947=NO AND Treatment-sensitive HIV=YES)","c15175:affirmed;c15175:affirmed;c2851:affirmed;:affirmed;c15175:affirmed;c15220:affirmed;c15175:affirmed;c97366:affirmed;c15175:affirmed;c97360:affirmed;c15175:affirmed;"
"NCI-2015-00695","NCT02423057","Phase I Trial of 4'-Thio-2'-Deoxycytidine (TdCyd) in Patients with Advanced Solid Tumors","Exclusion","Patients with clinically significant illnesses which would compromise participation in the study, including, but not limited to known human immunodeficiency virus (HIV) infection requiring protease inhibitor therapy, ","HIV=NO OR HIV=Unknown OR (HIV=YES AND (HAART=YES OR HAART=NO) AND HIV Protease Inhibitor=NO)","C15175=NO OR C15175=C17998 OR (HIV=YES AND (C94631=YES OR C94631=NO) AND C97366=NO)","c15175:negated;c15175:negated;c97366:affirmed;"
"NCI-2015-00741","NCT02453620","A Phase 1 Study Evaluating Safety, Tolerability, and Preliminary Antitumor Activity of Entinostat and Nivolumab with or without Ipilimumab in Advanced Solid Tumors","Exclusion","Known human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; ","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)}","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)}","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-00744","NCT02564198","A Phase 1 Study of Ramucirumab, a Human Monoclonal Antibody Against the Vascular Endothelial Growth Factor-2 (VEGFR-2) Receptor in Children with Refractory Solid Tumors, Including CNS Tumors","Exclusion","Immunocompromised patients (other than that related to the primary oncologic diagnosis or to the use of corticosteroids) including patients known to be human immunodeficiency virus (HIV) positive are not eligible","(HIV=NO OR HIV=Unknown) AND Immunocompromised=NO  ","(C15175=NO OR C15175=C17998) AND C14139=NO  ","c14139:affirmed;c15220:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2015-00835","NCT02466971","A Randomized Phase II Trial of Radiation Therapy and Cisplatin Alone or in Combination with Intravenous Triapine in Women with Newly Diagnosed Bulky Stage IB2, Stage II, IIIB, or IVA Cancer of the Uterine Cervix or Stage II-IVA Vaginal Cancer","Inclusion","Patient does not have known human immunodeficiency virus syndrome (HIV, testing optional); known HIV-positive patients receiving combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO AND AIDS=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO AND C2851=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-00866","NCT02474173","Phase 1b Study of HSP90 Inhibitor, AT13387 in Combination with Paclitaxel in Patients with Advanced, Triple Negative Breast Cancer","Exclusion","Patients who are human immunodeficiency virus (HIV) positive on highly active anti-retroviral therapy (HAART) will be excluded from the study","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01000","NCT02484430","A Phase 2 Study of MLN0128 (TAK-228) in Relapsed and/or Refractory Acute Lymphoblastic Leukemia (ALL)","Inclusion","Human immunodeficiency virus (HIV) infected patients (if HIV positive)  * HIV infected individuals are eligible provided they meet all the protocol eligibility criteria in addition to the following:  ** No history of acquired immune deficiency syndrome (AIDS) defining illness other than an historic CD4+ T-cell nadir < 200/mm^3  ** Prior to leukemia diagnosis, the HIV disease was uncomplicated as evidenced by:  *** The CD4+ T-cell counts were generally in excess of 300/mm^3  *** The HIV viral loads were less than 200 copies/ml if on anti-HIV therapy  *** If the HIV is newly diagnosed or there is no history of using anti-HIV therapy, there are no AIDS defining conditions or other HIV-related symptoms  *** Zidovudine is not allowed as part of the anti-HIV therapy","HIV=NO OR HIV=Unknown OR {HIV=YES AND AIDS=NO AND  CD4>=200 {cells}/mm3 AND (HAART=NO OR (HAART=YES AND Viral Load<200 {copies}/mm3)) AND Zidovudine=NO) AND CD4>=300","C15175=NO OR C15175=C17998 OR {C15175=YES AND C2851=NO AND  C103810>=200 {cells}/mm3 AND (C94631=NO OR (C94631=YES AND C92544<200 {copies}/mm3)) AND C947=NO) AND  C103810>=300 {cells/mm3}","c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c2851:affirmed;:affirmed;c15220:affirmed;c15175:affirmed;:affirmed;c15175:affirmed;c92544:affirmed;measurement:affirmed;c15175:affirmed;c2851:affirmed;c947:affirmed;"
"NCI-2015-01001","NCT02484443","A Phase 2 Study of Human-Mouse Chimeric Anti-disialoganglioside Monoclonal Antibody ch14.18 (Dinutuximab, NSC# 764038) in Combination with Sargramostim (GM-CSF) in Patients with Recurrent Osteosarcoma","N/A","","","",""
"NCI-2015-01053","NCT02496663","A Phase I Trial of AZD9291 and Necitumumab in EGFR-Mutant Non-small Cell Lung Cancer after Progression on a Previous EGFR Tyrosine Kinase Inhibitor","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01097","NCT02498613","A Phase 2 Study of Cediranib in Combination with Olaparib in Advanced Solid Tumors","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=Unknown OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2015-01098","NCT02503709","A Phase 1 Trial of the Combination of the Heat Shock Protein-90 (HSP90) Inhibitor Onalespib (AT13387) and the Cyclin-Dependent Kinase (CDK) Inhibitor AT7519M in Patients with Advanced Solid Tumors","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy known to interact with CYP isoenzymes are ineligible; in addition, HIV patients with CD4 count < 200 cells/uL are ineligible; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated","HIV=NO OR HIV=Unknown OR (HIV=YES AND (HAART=NO OR (HAART=YES AND Cytochrome P450 3A4 Inhibitor=NO AND Cytochrome P450 3A4 Inducer =NO) AND CD4>=200 {cells}/mm3))","C15175=NO OR C15175=C17998 OR (C15175=YES AND (C94631=NO OR (C94631=YES AND C111373=NO AND C111374=NO) AND C103810>=200 {cells}/mm3))","c15175:affirmed;c15175:affirmed;c94631:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;c94631:affirmed;"
"NCI-2015-01139","NCT02503722","A Phase 1 Trial of MLN0128 in Combination with AZD9291 in Advanced EGFR Mutation Positive Non-small Cell Lung Cancer (NSCLC) after Progression on a Previous EGFR Tyrosine Kinase Inhibitor","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible because of the potential for pharmacokinetic interactions with MLN0128 and AZD9291;  in addition, these patients are at increased risk of lethal infections when treated with marrow-suppressive therapy; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c94631:affirmed;"
