nci_id,nct_id,official_title,inclusion_indicaInclusionor,description,Text,Boolean,"{'negated_codes': [], 'possible_codes': [], 'text': u'description', 'affirmed_codes': []}" 
NCI-2016-00232,NCT02717507,Pharmacologic Reversal of Ventricular Remodeling in Childhood Cancer Survivors at Risk for Heart Failure (PREVENT-HF): A Phase 2b Randomized Placebo-Controlled (Carvedilol) Trial,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00233,NCT02927249,A Randomized Phase III Double Blinded Placebo Controlled Trial of Aspirin as Adjuvant Therapy for Node Positive HER2 Negative Breast Cancer: The ABC Trial,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00252,NCT02933489,Comparison of Abbreviated Breast MRI and Digital Breast Tomosynthesis in Breast Cancer Screening in Women with Dense Breasts,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00264,NCT02728596,A Pragmatic Trial to Evaluate a Guideline-Based Colony Stimulating Factor Standing Order Intervention and to Determine the Effectiveness of Colony Stimulating Factor Use as Prophylaxis for Patients Receiving Chemotherapy with Intermediate Risk for Febrile Neutropenia-Trial Assessing CSF Prescribing Effectiveness and Risk (TrACER),N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00325,NCT02728258,"A Phase II Evaluation of Copanlisib (BAY 80-6946), a Selective Inhibitor of PI3KCA, in Patients with Persistent or Recurrent Endometrial Carcinoma Harboring PIK3CA Hotspot Mutations",Exclusion,Human immunodeficiency virus (HIV) infection,HIV=NO OR HIV=UNKNOWN,C15175=NO OR C15175=C17998,"{'negated_codes': [], 'possible_codes': [], 'text': u'Human immunodeficiency virus (HIV) infection', 'affirmed_codes': [u'230598008', u'429659006', u'19030005', u'89293008']}"
NCI-2016-00326,NCT03055013,A Phase 3 RandOmized Study Comparing PERioperative Nivolumab vs. Observation in Patients with Localized Renal Cell Carcinoma Undergoing Nephrectomy (PROSPER RCC),Inclusion,No known evidence of human immunodeficiency virus (HIV) infection,HIV=NO OR HIV=UNKNOWN,C15175=NO OR C15175=C17998,"{'negated_codes': [], 'possible_codes': [], 'text': u'No known evidence of human immunodeficiency virus (HIV) infection', 'affirmed_codes': [u'160244002', u'230598008', u'18669006', u'429659006', u'19030005', u'41647002', u'89293008']}"
NCI-2016-00355,NCT02723864,"Phase I Study of Veliparib (ABT-888), an Oral PARP Inhibitor, and VX-970, an ATR Inhibitor, in Combination with Cisplatin in Patients with Refractory Solid Tumors",Inclusion,Human immunodeficiency virus (HIV)-positive subjects on combination antiretroviral therapy are ineligible,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND cART=NO),C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO),"{'negated_codes': [], 'possible_codes': [], 'text': u'Human immunodeficiency virus (HIV)-positive subjects on combination antiretroviral therapy are ineligible', 'affirmed_codes': [u'258259005', u'170270002', u'226164007', u'386708005', u'271421005', u'70536003', u'280952003', u'78494001', u'243144002', u'84478008', u'170184004', u'168524008', u'89780004', u'181681008', u'419815003', u'170175004', u'169438007', u'69960004', u'25162000', u'398074008', u'170105000', u'108290001', u'170112009', u'243126005', u'89293008', u'170157000', u'168836005', u'277132007', u'273360000', u'27814009', u'170130002', u'67101007', u'168525009', u'170308006', u'416118004', u'116680003', u'88014003', u'263903005', u'118586006', u'399315003', u'165127005', u'170121005', u'230598008', u'276239002', u'260408008', u'266717002', u'149016008', u'58533008', u'255688002', u'361226000', u'10828004', u'170166001', u'160573003', u'170279001', u'165119001', u'170297009', u'301183007', u'360270004', u'80546007', u'169439004', u'168523002', u'129445006', u'60234000', u'226882008', u'100832001', u'19030005', u'12484000', u'315124004', u'170288005', u'407515008', u'18027006', u'169291001', u'167582007', u'5304008', u'226048001', u'228166004', u'36070007', u'413454004', u'225738002', u'256871003', u'169437002', u'275923005', u'243931006', u'170148006', u'47545007', u'387727008', u'391023009', u'170261000', u'159083000', u'170139001', u'165816005', u'263680009', u'408485004', u'182657004', u'186803007', u'67487000']}"
NCI-2016-00451,NCT03091660,A Phase III Randomized Trial to Evaluate the Influence of BCG Strain Differences and T Cell Priming with Intradermal BCG before Intravesical Therapy for BCG-Naive High-Grade Non-muscle Invasive Bladder Cancer,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00456,NCT02839343,Preoperative Extended Chemotherapy vs. Chemotherapy plus Hypofractionated Radiation Therapy for Borderline Resectable Adenocarcinoma of the Head of the Pancreas,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00643,NCT02808650,"A Phase 1 Study of LY2606368, a CHK1/2 Inhibitor, in Pediatric Patients with Recurrent or Refractory Solid Tumors, including CNS Tumors",N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00666,NCT02775851,A Phase II and Pilot Trial of PD-1 Blockade with MK-3475 (Pembrolizumab) in Patients with Resectable or Unresectable Desmoplastic Melanoma (DM),Inclusion,"Patients known to be human immunodeficiency virus (HIV) positive are eligible if they meet the following criteria within 30 days prior to registration: stable and adequate CD4 counts (>= 350 mm^3), and serum HIV viral load of < 25,000 IU/ml; patients must be on a stable anti-viral therapy",HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=350 {cells}/mm3 AND Viral Load<25000 {copies}/mm3 AND (HAART=YES OR cART=YES),C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=350 {cells}/mm3 AND C92544<25000 {copies}/mm3 AND (C94631=YES),"{'negated_codes': [], 'possible_codes': [], 'text': u'Patients known to be human immunodeficiency virus (HIV) positive are eligible if they meet the following criteria within 30 days prior to registration: stable and adequate CD4 counts (>= 350 mm^3), and serum HIV viral load of < 25,000 IU/ml; patients must be on a stable anti-viral therapy', 'affirmed_codes': [u'4740000', u'1096003', u'258259005', u'226164007', u'386708005', u'186538004', u'17735001', u'313274005', u'66069002', u'77985003', u'19965007', u'78494001', u'259032004', u'36682004', u'243144002', u'84847000', u'367409002', u'58158008', u'372701006', u'61667000', u'363708005', u'255260001', u'307143006', u'282119004', u'168210005', u'396136007', u'4903000', u'169641007', u'181681008', u'424966008', u'74036000', u'63238001', u'313938009', u'260313008', u'91576008', u'276138003', u'421124007', u'15302007', u'168836005', u'27814009', u'67922002', u'20050000', u'13687007', u'116680003', u'88473009', u'55735004', u'81665004', u'88014003', u'186745001', u'118586006', u'41778007', u'116154003', u'103324002', u'84101006', u'21166007', u'264395009', u'350353007', u'45341000', u'264721006', u'234532001', u'62944002', u'89659001', u'260408008', u'407456008', u'250515004', u'304903009', u'1838001', u'81301003', u'87385003', u'46233009', u'12026006', u'83084006', u'417496004', u'149016008', u'58533008', u'259220007', u'28944009', u'259002007', u'64431000', u'301459008', u'371883000', u'10828004', u'394411008', u'421887001', u'160573003', u'88323005', u'6415009', u'243584004', u'275707000', u'313284006', u'276139006', u'40168006', u'243578002', u'364770009', u'301183007', u'226283009', u'170107008', u'421939007', u'437871001', u'248226002', u'395058002', u'60234000', u'260809006', u'226882008', u'396108002', u'100832001', u'19030005', u'396161005', u'26091008', u'73194009', u'396132009', u'275760001', u'19631008', u'315124004', u'77121009', u'169966009', u'49872002', u'407515008', u'278412004', u'167582007', u'407444007', u'208166005', u'104404005', u'41146007', u'395694002', u'253620009', u'36070007', u'302919001', u'229799001', u'91251008', u'256871003', u'164412005', u'413624004', u'208173000', u'266917007', u'243633006', u'417770000', u'240530001', u'178486007', u'264703008', u'421603003', u'396148005', u'73731009', u'387727008', u'396128003', u'360160009', u'271300009', u'258703001', u'36692007', u'419185008', u'159083000', u'396451008', u'112366000', u'161713000', u'166442006', u'401338001', u'409822003', u'424409008', u'421170000', u'165816005', u'263680009', u'120665004', u'186803007', u'69620002', u'67487000']}"
NCI-2016-00667,NCT02775812,"A Phase I and Expansion Cohort Study of Adjuvant Cisplatin, Intensity-Modulated Radiotherapy, and MK-3475 (Pembrolizumab) in High-Risk Head and Neck Squamous Cell Carcinoma (HNSCC)",Exclusion,"Severe, active co-morbidity defined as follows:

* Acquired immune deficiency syndrome (AIDS) based upon current Center for Disease Control and Prevention (CDC) definition; note: human immunodeficiency virus (HIV) testing is not required for entry into this protocol; the need to exclude patients with AIDS from this protocol is necessary because the cisplatin and IMRT involved in this protocol may be significantly immunosuppressive; patients with known HIV, CD4 counts >= 250/uL, and undetectable viral loads who are stable on an antiretroviral regimen may be included

",HIV=NO OR HIV=UNKNOWN OR AIDS=NO OR AIDS=UNKNOWN OR (HIV=YES AND CD4>=250 {cells}/mm3 AND Viral Load=0 {copies}/mm3,C15175=NO OR C15175=C17998 OR C2851=NO OR C2851=C17998 OR (C15175=YES AND C103810>=250 {cells}/mm3 AND C92544=C111568 {copies}/mm3,"{'negated_codes': [u'258259005', u'171154002', u'69431002', u'301183007', u'226164007', u'386708005', u'372823004', u'394404009', u'437871001', u'395058002', u'60234000', u'78494001', u'260809006', u'226882008', u'36682004', u'100832001', u'76053005', u'84847000', u'58158008', u'225761000', u'248448006', u'38565004', u'160244002', u'315124004', u'394837003', u'282119004', u'168210005', u'407515008', u'419815003', u'181681008', u'424966008', u'74036000', u'69960004', u'313938009', u'276138003', u'208166005', u'103325001', u'168836005', u'253620009', u'36070007', u'27814009', u'91251008', u'258049002', u'260415000', u'256871003', u'116680003', u'88014003', u'208173000', u'118586006', u'73907009', u'41778007', u'178486007', u'55919000', u'116154003', u'103324002', u'77765009', u'360160009', u'271300009', u'45341000', u'387318005', u'410525008', u'57066004', u'159083000', u'396451008', u'427569000', u'87385003', u'12026006', u'420449005', u'149016008', u'58533008', u'263680009', u'301459008', u'371883000', u'186803007', u'410529002', u'160573003', u'67487000', u'49907008'], 'possible_codes': [], 'text': u'Severe, active co-morbidity defined as follows:\n\n* Acquired immune deficiency syndrome (AIDS) based upon current Center for Disease Control and Prevention (CDC) definition; note: human immunodeficiency virus (HIV) testing is not required for entry into this protocol; the need to exclude patients with AIDS from this protocol is necessary because the cisplatin and IMRT involved in this protocol may be significantly immunosuppressive; patients with known HIV, CD4 counts >= 250/uL, and undetectable viral loads who are stable on an antiretroviral regimen may be included\n\n', 'affirmed_codes': [u'277701000', u'24594008', u'418836005', u'219006', u'161045001', u'258259005', u'243215005', u'93235007', u'226164007', u'301183007', u'386708005', u'421939007', u'171121004', u'900000000000073002', u'60234000', u'78494001', u'124221007', u'226882008', u'100832001', u'367409002', u'19030005', u'21594007', u'363708005', u'300841009', u'255260001', u'900000000000550004', u'63813000', u'315124004', u'197284004', u'171165007', u'47757001', u'407515008', u'181681008', u'243218007', u'124220008', u'105542008', u'25967007', u'260409000', u'228319007', u'162171002', u'89293008', u'124214007', u'168836005', u'36070007', u'312453004', u'228452000', u'27814009', u'62479008', u'146684000', u'256871003', u'314791004', u'116680003', u'313299006', u'54470008', u'88014003', u'118586006', u'237755009', u'243217002', u'410585006', u'237751000', u'230598008', u'129729005', u'15240007', u'10024003', u'243216006', u'39463000', u'24484000', u'55561003', u'159083000', u'186705005', u'115470003', u'401338001', u'228453005', u'228447005', u'396550006', u'184888004', u'149016008', u'58533008', u'139451009', u'263680009', u'394411008', u'186803007', u'62676009', u'410584005', u'160573003', u'67487000']}"
NCI-2016-00708,NCT02780804,"A Phase 1 Study of Entinostat, an Oral Histone Deacetylase Inhibitor, in Pediatric Patients with Recurrent or Refractory Solid Tumors, Including CNS Tumors and Lymphoma",N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00787,NCT03030417,A Phase I Study of Indenoisoquinoline LMP744 in Adults with Relapsed Solid Tumors and Lymphomas,Inclusion,"Human immunodeficiency virus (HIV)-positive patients are eligible provided the following criteria are met: CD4 count > 350/mm^3, an undetectable viral load, and not receiving prophylaxis antibiotics",HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND Prevention and Treatment of Opportunistic Infection =NO),C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>350 {cells}/mm3 AND C92544=C111568 {copies}/mm3 AND C15840=NO),"{'negated_codes': [], 'possible_codes': [], 'text': u'Human immunodeficiency virus (HIV)-positive patients are eligible provided the following criteria are met: CD4 count > 350/mm^3, an undetectable viral load, and not receiving prophylaxis antibiotics', 'affirmed_codes': [u'258259005', u'226164007', u'301183007', u'386708005', u'421939007', u'250423000', u'395058002', u'60234000', u'78494001', u'226882008', u'100832001', u'19030005', u'367409002', u'264705001', u'363708005', u'255260001', u'276140008', u'315124004', u'168210005', u'407515008', u'181681008', u'250424006', u'313938009', u'264706000', u'89293008', u'168836005', u'346649002', u'36070007', u'27814009', u'260415000', u'256871003', u'116680003', u'88473009', u'88014003', u'118586006', u'422181004', u'230598008', u'159083000', u'401338001', u'434941000124101', u'58533008', u'149016008', u'259220007', u'263680009', u'186803007', u'394411008', u'160573003', u'67487000', u'264708004']}"
NCI-2016-00843,NCT03165721,"A Phase II Trial of the DNA Methyl Transferase Inhibitor, Guadecitabine (SGI-110), in Children and Adults with Wild Type GIST, Pheochromocytoma and Paraganglioma Associated with Succinate Dehydrogenase Deficiency and HLRCC-Associated Kidney Cancer",Exclusion,"Any evidence of severe or uncontrolled systemic disease, active infection, active bleeding diatheses, or renal transplant, including any patient known to have human immunodeficiency virus (HIV) will be excluded; patients with HIV who have adequate cluster of differentiation 4 (CD4) count, not requiring antiretroviral medication, may be enrolled",HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4=Sufficient {cells}/mm3 AND HAART=NO AND cART=NO),C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810=C63351 {cells}/mm3 AND C94631=NO),"{'negated_codes': [], 'possible_codes': [], 'text': u'Any evidence of severe or uncontrolled systemic disease, active infection, active bleeding diatheses, or renal transplant, including any patient known to have human immunodeficiency virus (HIV) will be excluded; patients with HIV who have adequate cluster of differentiation 4 (CD4) count, not requiring antiretroviral medication, may be enrolled', 'affirmed_codes': [u'53839004', u'161045001', u'258259005', u'93235007', u'226164007', u'40780007', u'386708005', u'281794004', u'70536003', u'78144005', u'78494001', u'36682004', u'84847000', u'225761000', u'71057007', u'182832007', u'56019007', u'282119004', u'171165007', u'299387004', u'169641007', u'181681008', u'424966008', u'289530006', u'74036000', u'255345002', u'55898008', u'255320000', u'299029006', u'313938009', u'124220008', u'299209001', u'2533004', u'162171002', u'89293008', u'19032002', u'168836005', u'128601007', u'273524006', u'27814009', u'419464001', u'91302008', u'405729008', u'116680003', u'54470008', u'13645005', u'88014003', u'272006008', u'118586006', u'112283007', u'281112005', u'55919000', u'41778007', u'116154003', u'103324002', u'237751000', u'64996003', u'230598008', u'230200005', u'45341000', u'79019005', u'285846001', u'24484000', u'76844004', u'228453005', u'87385003', u'12026006', u'228447005', u'186467001', u'70948008', u'149016008', u'58533008', u'139451009', u'86406008', u'28944009', u'129442009', u'33633005', u'371883000', u'160573003', u'88323005', u'56717001', u'24594008', u'91480001', u'301183007', u'299122004', u'298868005', u'298939005', u'12063002', u'54150009', u'237130006', u'59708000', u'437871001', u'60234000', u'433084008', u'394829006', u'260809006', u'124221007', u'226882008', u'100832001', u'19030005', u'76053005', u'21594007', u'316054003', u'315124004', u'251354007', u'197284004', u'47757001', u'82272006', u'18669006', u'420852008', u'407515008', u'307534009', u'312085005', u'16805009', u'25967007', u'53130003', u'124214007', u'253620009', u'36070007', u'312453004', u'228452000', u'91251008', u'406506008', u'419468003', u'146684000', u'299458004', u'256871003', u'52367009', u'154416005', u'313299006', u'443694000', u'40733004', u'42094007', u'84162001', u'237755009', u'35089004', u'390991005', u'50960005', u'77765009', u'149586006', u'360160009', u'271300009', u'77327004', u'4009004', u'36692007', u'55561003', u'159083000', u'396451008', u'115470003', u'237339000', u'312133006', u'299643002', u'263680009', u'299524009', u'161413004', u'4915001', u'41647002', u'186803007', u'62676009', u'68566005', u'196138005', u'67487000']}"
NCI-2016-00849,NCT03137771,Maintenance Chemotherapy versus Consolidative Stereotactic Body Radiation Therapy (SBRT) plus Maintenance Chemotherapy for Limited Metastatic Non-Small Cell Lung Cancer (NSCLC): A Randomized Phase II Trial,Exclusion,"Known human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration; note also that HIV testing is not required for eligibility for this protocol",HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=200 {cells}/mm3 AND HAART=YES),C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=200 {cells}/mm3 AND C94631=YES),"{'negated_codes': [], 'possible_codes': [], 'text': u'Known human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration; note also that HIV testing is not required for eligibility for this protocol', 'affirmed_codes': [u'258259005', u'258878000', u'170270002', u'93235007', u'256559000', u'226164007', u'386708005', u'271421005', u'70536003', u'78494001', u'280952003', u'259032004', u'36682004', u'243144002', u'84847000', u'84478008', u'170184004', u'225761000', u'307143006', u'282119004', u'171165007', u'396136007', u'168524008', u'169641007', u'181681008', u'170175004', u'419815003', u'424966008', u'74036000', u'63238001', u'169438007', u'69960004', u'25162000', u'313938009', u'260313008', u'398074008', u'124220008', u'170105000', u'108290001', u'276138003', u'170112009', u'243126005', u'89293008', u'162171002', u'168836005', u'346649002', u'170157000', u'277132007', u'273360000', u'27814009', u'273524006', u'170130002', u'67101007', u'168525009', u'20050000', u'116680003', u'170308006', u'416118004', u'54470008', u'88014003', u'263903005', u'118586006', u'170121005', u'399315003', u'165127005', u'41778007', u'116154003', u'103324002', u'237751000', u'230598008', u'276239002', u'45341000', u'264721006', u'1368003', u'260408008', u'304903009', u'87385003', u'228453005', u'12026006', u'228447005', u'434941000124101', u'266717002', u'149016008', u'58533008', u'255688002', u'139451009', u'361226000', u'371883000', u'10828004', u'160573003', u'170166001', u'170279001', u'24594008', u'241397007', u'276139006', u'165119001', u'170297009', u'364770009', u'301183007', u'360270004', u'170107008', u'80546007', u'169439004', u'171121004', u'168523002', u'437871001', u'129445006', u'60234000', u'260809006', u'226882008', u'124221007', u'396108002', u'100832001', u'19030005', u'396161005', u'12484000', u'396132009', u'315124004', u'169966009', u'197284004', u'404836005', u'47757001', u'407515008', u'170288005', u'18027006', u'169291001', u'167582007', u'16805009', u'5304008', u'226048001', u'124214007', u'395694002', u'253620009', u'36070007', u'312453004', u'228452000', u'229799001', u'91251008', u'413454004', u'258049002', u'146684000', u'256871003', u'225738002', u'169437002', u'275923005', u'170148006', u'243931006', u'266917007', u'264703008', u'237755009', u'396148005', u'47545007', u'387727008', u'396128003', u'360160009', u'271300009', u'258703001', u'391023009', u'36692007', u'159083000', u'170261000', u'55561003', u'396451008', u'252374002', u'161713000', u'115470003', u'427569000', u'170139001', u'396550006', u'165816005', u'263680009', u'408485004', u'182657004', u'186803007', u'69620002', u'67487000']}"
NCI-2016-00926,NCT03033992,Feasibility Trial of Optune for Children with Recurrent or Progressive Supratentorial High-Grade Glioma and Ependymoma,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00927,NCT03041701,A Phase I/II Trial of the Insulin-Like Growth Factor 1 Receptor (IGF-1R) Antibody AMG479 (Ganitumab) in Combination with the Src Family Kinase (SFK) Inhibitor Dasatinib in Patients with Embryonal and Alveolar Rhabdomyosarcoma,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-00963,NCT03070886,Phase II-III Trial of Adjuvant Radiotherapy following Radical Prostatectomy with or without Adjuvant Docetaxel,Exclusion,"Human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to step 1 registration; note also that HIV testing is not required for eligibility for this protocol",HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=200 {cells}/mm3 AND HAART=YES),C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=200 {cells}/mm3 AND C94631=YES),"{'negated_codes': [], 'possible_codes': [], 'text': u'Human immunodeficiency virus (HIV) positive with cluster of differentiation 4 (CD4) count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to step 1 registration; note also that HIV testing is not required for eligibility for this protocol', 'affirmed_codes': [u'258259005', u'258878000', u'170270002', u'93235007', u'256559000', u'226164007', u'386708005', u'271421005', u'70536003', u'78494001', u'280952003', u'259032004', u'36682004', u'243144002', u'84847000', u'84478008', u'170184004', u'225761000', u'307143006', u'282119004', u'171165007', u'396136007', u'168524008', u'398011006', u'181681008', u'170175004', u'419815003', u'424966008', u'74036000', u'63238001', u'169438007', u'69960004', u'25162000', u'313938009', u'260313008', u'398074008', u'124220008', u'170105000', u'108290001', u'276138003', u'170112009', u'243126005', u'89293008', u'162171002', u'168836005', u'346649002', u'170157000', u'277132007', u'273360000', u'27814009', u'273524006', u'170130002', u'67101007', u'168525009', u'20050000', u'116680003', u'170308006', u'416118004', u'54470008', u'88014003', u'263903005', u'118586006', u'170121005', u'399315003', u'165127005', u'41778007', u'397984009', u'116154003', u'103324002', u'237751000', u'230598008', u'276239002', u'45341000', u'264721006', u'1368003', u'398298007', u'260408008', u'304903009', u'87385003', u'228453005', u'12026006', u'228447005', u'434941000124101', u'266717002', u'149016008', u'58533008', u'255688002', u'139451009', u'361226000', u'371883000', u'10828004', u'160573003', u'170166001', u'170279001', u'24594008', u'241397007', u'276139006', u'165119001', u'170297009', u'364770009', u'301183007', u'360270004', u'170107008', u'80546007', u'169439004', u'171121004', u'168523002', u'437871001', u'129445006', u'60234000', u'65412001', u'260809006', u'226882008', u'124221007', u'396108002', u'100832001', u'19030005', u'396161005', u'12484000', u'396132009', u'315124004', u'169966009', u'197284004', u'404836005', u'47757001', u'407515008', u'170288005', u'18027006', u'169291001', u'167582007', u'16805009', u'5304008', u'226048001', u'124214007', u'395694002', u'253620009', u'36070007', u'312453004', u'228452000', u'229799001', u'91251008', u'413454004', u'258049002', u'146684000', u'256871003', u'225738002', u'169437002', u'275923005', u'170148006', u'243931006', u'266917007', u'264703008', u'237755009', u'396148005', u'47545007', u'387727008', u'396128003', u'360160009', u'271300009', u'258703001', u'391023009', u'159083000', u'170261000', u'55561003', u'396451008', u'252374002', u'161713000', u'115470003', u'427569000', u'170139001', u'396550006', u'165816005', u'263680009', u'408485004', u'182657004', u'186803007', u'69620002', u'67487000']}"
NCI-2016-00973,NCT02828358,A Groupwide Pilot Study to Test the Tolerability and Biologic Activity of the Addition of Azacitidine (NSC# 102816) to Chemotherapy in Infants with Acute Lymphoblastic Leukemia (ALL) and KMT2A(MLL) Gene Rearrangement,N/A,,,,"{'negated_codes': [], 'possible_codes': [], 'text': u'', 'affirmed_codes': []}"
NCI-2016-01040,NCT03141684,A Phase 2 Study of Anti-PD-L1 Antibody (Atezolizumab) in Alveolar Soft Part Sarcoma,Exclusion,Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; patients must also have a CD4 count > 350 cells/mm^3 with an undetectable viral load,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO AND CD4>350 {cells}/mm3 AND Viral Load=0 {copies}/mm3),C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO AND C103810>350 {cells}/mm3 AND C92544=C111568 {copies}/mm3),"{'negated_codes': [], 'possible_codes': [], 'text': u'Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; patients must also have a CD4 count > 350 cells/mm^3 with an undetectable viral load', 'affirmed_codes': [u'258259005', u'170270002', u'226164007', u'386708005', u'271421005', u'70536003', u'280952003', u'78494001', u'84478008', u'170184004', u'168210005', u'168524008', u'89780004', u'181681008', u'419815003', u'170175004', u'250424006', u'169438007', u'69960004', u'25162000', u'313938009', u'398074008', u'264706000', u'170105000', u'108290001', u'170112009', u'243126005', u'89293008', u'170157000', u'168836005', u'277132007', u'273360000', u'27814009', u'170130002', u'67101007', u'168525009', u'170308006', u'416118004', u'116680003', u'88014003', u'263903005', u'118586006', u'399315003', u'165127005', u'170121005', u'230598008', u'276239002', u'266717002', u'149016008', u'58533008', u'255688002', u'361226000', u'170166001', u'160573003', u'170279001', u'165119001', u'170297009', u'301183007', u'360270004', u'80546007', u'169439004', u'168523002', u'129445006', u'250423000', u'25609006', u'395058002', u'60234000', u'226882008', u'100832001', u'19030005', u'12484000', u'264705001', u'276140008', u'315124004', u'170288005', u'407515008', u'18027006', u'169291001', u'5304008', u'226048001', u'228166004', u'36070007', u'413454004', u'260415000', u'225738002', u'256871003', u'169437002', u'275923005', u'243931006', u'170148006', u'47545007', u'391023009', u'170261000', u'159083000', u'170139001', u'263680009', u'408485004', u'182657004', u'186803007', u'67487000', u'264708004']}"
